[2021-04-08 00:00:07]: GODLIKe [hax, Level 44]: bad
[2021-04-08 04:14:54]: weqe [MNKY, Level 12]: (1)bob weqe fan:
[2021-04-08 04:14:55]: weqe [MNKY, Level 12]: bob:
[2021-04-08 04:14:57]: sun.slow(y) [FookinLads, Level 35]: (1)bob weqe fan: whats ur real name
[2021-04-08 04:15:00]: ***  [h���, Level 0]: 'x7 sven' changed name to 'x7|sven'
[2021-04-08 04:15:02]: bob [Legacy™, Level 36]: *cry *cry *cry
[2021-04-08 04:15:04]:   [, Level 0]: Kong: why
[2021-04-08 04:15:07]: weqe [MNKY, Level 12]: pls stop cry bob
[2021-04-08 04:15:09]:   [, Level 0]: Kong: i can help u
[2021-04-08 04:15:12]: sun.slow(y) [FookinLads, Level 35]: gays
[2021-04-08 04:15:16]: bob [Legacy™, Level 36]: u dont quit
[2021-04-08 04:15:18]: (1)bob weqe fan [Ape, Level 0]: my real name in real live
[2021-04-08 04:15:19]: sun.slow(y) [FookinLads, Level 35]: such a fckín gays
[2021-04-08 04:15:23]: weqe [MNKY, Level 12]: its very addicting brother bob
[2021-04-08 04:15:24]: any [404, Level 42]: \\Syth:
[2021-04-08 04:15:25]: ***  [h���, Level 0]: 'felipe' entered and joined the game
[2021-04-08 04:15:27]: sun.slow(y) [FookinLads, Level 35]: (1)bob weqe fan: no your tw name before this
[2021-04-08 04:15:27]: bob [Legacy™, Level 36]: yes brother
[2021-04-08 04:15:29]: bob [Legacy™, Level 36]: u need to
[2021-04-08 04:15:31]: bob [Legacy™, Level 36]: control ur addiction
[2021-04-08 04:15:36]: Supers [ᅟᅟᅟ, Level 8]: rayen:  go uip
[2021-04-08 04:15:38]: weqe [MNKY, Level 12]: i cant brother my time very limited
[2021-04-08 04:15:39]: (1)bob weqe fan [Ape, Level 0]: i downt have a name befor ownlie namelees tee
[2021-04-08 04:15:42]: bob [Legacy™, Level 36]: NO BROTHER WTFFF
[2021-04-08 04:15:44]: Supers [ᅟᅟᅟ, Level 8]: rayen:  go uo
[2021-04-08 04:15:47]: sun.slow(y) [FookinLads, Level 35]: (1)bob weqe fan: u german?
[2021-04-08 04:15:50]: Supers [ᅟᅟᅟ, Level 8]: rayen:  come
[2021-04-08 04:15:51]: ***  [h���, Level 0]: 'Nidardo.' entered and joined the game
[2021-04-08 04:15:55]: (1)bob weqe fan [Ape, Level 0]: no i am dutch
[2021-04-08 04:16:05]: weqe [MNKY, Level 12]: bob: no fun here ? nobody to block ?
[2021-04-08 04:16:07]: sun.slow(y) [FookinLads, Level 35]: (1)bob weqe fan: ok but u very young i know
[2021-04-08 04:16:12]: (1)bob weqe fan [Ape, Level 0]: yes
[2021-04-08 04:16:15]: bob [Legacy™, Level 36]: weqe: u can block brother
[2021-04-08 04:16:17]: sun.slow(y) [FookinLads, Level 35]: (1)bob weqe fan: kk
[2021-04-08 04:16:26]: ***  [h���, Level 0]: \\Syth is on a killing spree with 5 blocks
[2021-04-08 04:16:35]: sun.slow(y) [FookinLads, Level 35]: xDD
[2021-04-08 04:16:39]: Shroom [, Level 0]: weqe: noob with inf jump
[2021-04-08 04:16:40]: ***  [h���, Level 0]: 'felipe' has left the game
[2021-04-08 04:16:40]: (1)bob weqe fan [Ape, Level 0]: xDD
[2021-04-08 04:16:53]:   [, Level 0]: Kong: idiot
[2021-04-08 04:16:59]: ***  [h���, Level 0]: [INFO] You can drop flags with 'f3' (or the key for vote yes)
[2021-04-08 04:17:01]: Supers [ᅟᅟᅟ, Level 8]: rayen:  go up
[2021-04-08 04:17:03]: bob [Legacy™, Level 36]: weqe:  u feel better now
[2021-04-08 04:17:06]: weqe [MNKY, Level 12]: yes bob
[2021-04-08 04:17:08]: bob [Legacy™, Level 36]: HAHAH
[2021-04-08 04:17:09]: Shroom [, Level 0]: weqe:  you monkey
[2021-04-08 04:17:10]: ***  [h���, Level 0]: \\Syth is on a killing spree with 10 blocks
[2021-04-08 04:17:13]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  Peace?
[2021-04-08 04:17:14]: Supers [ᅟᅟᅟ, Level 8]: rayen:  or i will block you
[2021-04-08 04:17:16]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  Peace?
[2021-04-08 04:17:23]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  Peace? pls
[2021-04-08 04:17:34]: Shroom [, Level 0]: weqe: you monkey
[2021-04-08 04:17:35]: (1)Котяра [, Level 13]: <ΞΞΞΞΞΞΞ≥≤≥≤Ξ)|₪₪₪[̲̲̅̅С̲̲̅̅А̲̲̅̅М̲̲̅̅У̲̲̅̅Р̲̲̅̅А̲̲̅̅Й̲̲̅̅]₪₪§|(Ξ≥≤≥≤ΞΞΞΞΞΞΞ>
[2021-04-08 04:17:38]: bob [Legacy™, Level 36]: weqe: u block king
[2021-04-08 04:17:42]: sun.slow(y) [FookinLads, Level 35]: Friendiship ;-): u gay
[2021-04-08 04:17:47]: restart [, Level 12]: WHO
[2021-04-08 04:17:48]: Friendiship ;-) [, Level 0]: sun.slow(y): no
[2021-04-08 04:17:53]: sun.slow(y) [FookinLads, Level 35]: you are !
[2021-04-08 04:17:58]: ***  [h���, Level 0]: restart's killing spree was ended by (1)bob weqe fan (5 blocks)
[2021-04-08 04:18:02]: Shroom [, Level 0]: weqe: you monkey
[2021-04-08 04:18:04]: Friendiship ;-) [, Level 0]: sun.slow(y): NO
[2021-04-08 04:18:05]: weqe [MNKY, Level 12]: Shroom: stfu fag
[2021-04-08 04:18:09]: Shroom [, Level 0]: weqe: you are the fag
[2021-04-08 04:18:10]: bob [Legacy™, Level 36]: brother ChillerDragon
[2021-04-08 04:18:11]: ***  [h���, Level 0]: \\Syth is on a killing spree with 15 blocks
[2021-04-08 04:18:11]: Shroom [, Level 0]: weqe: you are so bad
[2021-04-08 04:18:17]: ChillerDragon [|*KoG*|, Level 44]: hi brother
[2021-04-08 04:18:18]: Shroom [, Level 0]: weqe: you can only win with inf jump hahhahaha
[2021-04-08 04:18:19]: ChillerDragon [|*KoG*|, Level 44]: i go eat xd
[2021-04-08 04:18:20]: ***  [h���, Level 0]: '(1)x7|cya' entered and joined the game
[2021-04-08 04:18:21]: Shroom [, Level 0]: weqe: monkey
[2021-04-08 04:18:22]: ***  [h���, Level 0]: '(1)restart' has left the game
[2021-04-08 04:18:22]: bob [Legacy™, Level 36]: ChillerDragon: weqe says he quitrs
[2021-04-08 04:18:22]: ChillerDragon [|*KoG*|, Level 44]: bob: I am currently afk.
[2021-04-08 04:18:29]: Supers [ᅟᅟᅟ, Level 8]: Tom:  go up
[2021-04-08 04:18:30]: CKA3A4NIK[NR] [Night Raid, Level 35]: ★Tenderlybae-₮ℯℕDℯℝLɣBȺℯ★
[2021-04-08 04:18:35]: (1)bob weqe fan [Ape, Level 0]: olmost lol
[2021-04-08 04:18:45]: ***  [h���, Level 0]: 'oyun krallı' entered and joined the game
[2021-04-08 04:18:59]: ***  [h���, Level 0]: 'Isegrin' entered and joined the game
[2021-04-08 04:19:05]: sun.slow(y) [FookinLads, Level 35]: er hat einfach fanboys xd bob
[2021-04-08 04:19:07]: CKA3A4NIK[NR] [Night Raid, Level 35]: Pls stop
[2021-04-08 04:19:13]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  why you kill me?
[2021-04-08 04:19:22]: weqe [MNKY, Level 12]: CKA3A4NIK[NR]: u remember when u refused to help me ?
[2021-04-08 04:19:32]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  sorry go im help you?
[2021-04-08 04:19:33]:   [, Level 0]: oyun krallı: no
[2021-04-08 04:19:40]: ***  [h���, Level 0]: 'oyun krallı' has left the game
[2021-04-08 04:19:47]: Shroom [, Level 0]: weqe: was it hard for you to know that your mother is your father?
[2021-04-08 04:19:52]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  sorry go im help you?
[2021-04-08 04:19:57]: weqe [MNKY, Level 12]: HAHAAHHAHA Shroom WHAT KIND OF INSULT IS THAT
[2021-04-08 04:19:59]: ***  [h���, Level 0]: '1' entered and joined the game
[2021-04-08 04:20:02]: Shroom [, Level 0]: weqe: xD
[2021-04-08 04:20:04]:   [, Level 0]: \\Syth: Axandos: stfu noob
[2021-04-08 04:20:05]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  sorry go im help you?
[2021-04-08 04:20:06]: ***  [h���, Level 0]: 'LareneGyvaeh' entered and joined the game
[2021-04-08 04:20:07]: Shroom [, Level 0]: weqe: its a good one
[2021-04-08 04:20:13]: ***  [h���, Level 0]: 'Kong' has left the game
[2021-04-08 04:20:14]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  sorry go im help you?
[2021-04-08 04:20:22]: weqe [MNKY, Level 12]: bob: i forgive CKA3A4NIK[NR] ???
[2021-04-08 04:20:34]: bob [Legacy™, Level 36]: nono
[2021-04-08 04:20:36]: weqe [MNKY, Level 12]: ok
[2021-04-08 04:20:42]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  sorry go im help you?
[2021-04-08 04:20:47]: weqe [MNKY, Level 12]: sry CKA3A4NIK[NR] bob said hno
[2021-04-08 04:20:47]: bob [Legacy™, Level 36]: weqe: he traitor
[2021-04-08 04:20:48]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  Why you kill me?
[2021-04-08 04:20:59]: [D] \\Syth [, Level 25]: bob: he block me
[2021-04-08 04:21:05]: ***  [h���, Level 0]: 'Virus' entered and joined the game
[2021-04-08 04:21:09]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  Why you kill me?
[2021-04-08 04:21:12]: ***  [h���, Level 0]: 'Shroom' has left the game
[2021-04-08 04:21:15]: CKA3A4NIK[NR] [Night Raid, Level 35]: Thx
[2021-04-08 04:21:22]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  Thx weqe  Thx
[2021-04-08 04:21:26]: ***  [h���, Level 0]: 'Virus' has left the game
[2021-04-08 04:21:29]: ***  [h���, Level 0]: 'Warrior' entered and joined the game
[2021-04-08 04:21:32]: Supers [ᅟᅟᅟ, Level 8]: (1)x7|cya:  stop it
[2021-04-08 04:21:43]: bob [Legacy™, Level 36]: weqe: whyu block sun.slow(y) xd
[2021-04-08 04:21:51]: weqe [MNKY, Level 12]: bob: he help HeavyGeneral
[2021-04-08 04:21:54]: sun.slow(y) [FookinLads, Level 35]: bob: er blockt HeavyGeneral
[2021-04-08 04:21:55]: HeavyGeneral [FookinLads, Level 44]: sun.slow(y): sec i lag
[2021-04-08 04:21:59]: ***  [h���, Level 0]: [INFO] You can create an account using '/register'
[2021-04-08 04:22:01]: OP|Supers [DogParty, Level 39]: any:  what?
[2021-04-08 04:22:03]: ***  [h���, Level 0]: 'restart' has left the game
[2021-04-08 04:22:18]: ***  [h���, Level 0]: '(1)1' entered and joined the game
[2021-04-08 04:22:18]: any² [404, Level 37]: rayen:
[2021-04-08 04:22:25]: weqe [MNKY, Level 12]: bob: HE HELP MY ENEMIES
[2021-04-08 04:22:26]: any² [404, Level 37]: Tom: help down
[2021-04-08 04:22:32]: LareneGyvaeh [FookinLads, Level 0]: noob.
[2021-04-08 04:22:33]: bob [Legacy™, Level 36]: (1)bob weqe fan: why u help enemys
[2021-04-08 04:22:33]: (1)bob weqe fan [Ape, Level 0]: i dident now
[2021-04-08 04:22:34]: LareneGyvaeh [FookinLads, Level 0]: bruh:
[2021-04-08 04:22:41]: (1)bob weqe fan [Ape, Level 0]: i dident now it was a enemy
[2021-04-08 04:22:43]: any² [404, Level 37]: Supers: help down
[2021-04-08 04:22:46]: sun.slow(y) [FookinLads, Level 35]: weqe: xD the thing is
[2021-04-08 04:22:48]: bob [Legacy™, Level 36]: he didnt know weqe
[2021-04-08 04:22:52]: sun.slow(y) [FookinLads, Level 35]: weqe: im the on who showed u how to get here
[2021-04-08 04:22:55]: weqe [MNKY, Level 12]: yes sun.slow(y) u showed me everything and im grateful
[2021-04-08 04:22:59]: weqe [MNKY, Level 12]: but why u help my enemies brother
[2021-04-08 04:22:59]: any² [404, Level 37]: Supers: help down
[2021-04-08 04:23:01]: sun.slow(y) [FookinLads, Level 35]: weqe: when bob offline, u will suck again
[2021-04-08 04:23:03]: Supers [ᅟᅟᅟ, Level 8]: Tom:  stioop
[2021-04-08 04:23:03]: sun.slow(y) [FookinLads, Level 35]: weqe: thats the problem
[2021-04-08 04:23:04]: sun.slow(y) [FookinLads, Level 35]: :s
[2021-04-08 04:23:10]: sun.slow(y) [FookinLads, Level 35]: weqe: alone u cant win :s
[2021-04-08 04:23:11]: weqe [MNKY, Level 12]: i love you sun.slow(y) pls dont be mad at me
[2021-04-08 04:23:12]: bob [Legacy™, Level 36]: sun.slow(y): XDD hast ihm alles gezeigt jetzt blockt er dich ?? haha
[2021-04-08 04:23:14]: [D] \\Syth [, Level 25]: 300sec
[2021-04-08 04:23:22]: sun.slow(y) [FookinLads, Level 35]: bob: digga er wusste nichtmal wie man hier runter kommt
[2021-04-08 04:23:26]: weqe [MNKY, Level 12]: sun.slow(y): im very grateful to you
[2021-04-08 04:23:27]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  Can im use my color?
[2021-04-08 04:23:32]: ***  [h���, Level 0]: 'ES' has left the game (Too weak connection (not acked for 60 seconds))
[2021-04-08 04:23:36]: CKA3A4NIK[NR] [Night Raid, Level 35]: Thx
[2021-04-08 04:23:38]: sun.slow(y) [FookinLads, Level 35]: bob: hab ihn jetpack, inf jump, race diese zahlen erklärt
[2021-04-08 04:23:51]: sun.slow(y) [FookinLads, Level 35]: bob: alles
[2021-04-08 04:23:57]: weqe [MNKY, Level 12]: sun.slow(y): im very grateful to you
[2021-04-08 04:24:02]: bob [Legacy™, Level 36]: HELP
[2021-04-08 04:24:06]: ***  [h���, Level 0]: 'NetFlix' has left the game
[2021-04-08 04:24:14]: ***  [h���, Level 0]: 'Isegrin' has left the game
[2021-04-08 04:24:22]: HeavyGeneral [FookinLads, Level 44]: bob: are u sure u want to get back to the point?
[2021-04-08 04:24:23]: CKA3A4NIK[NR] [Night Raid, Level 35]: WTF?
[2021-04-08 04:24:25]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:
[2021-04-08 04:24:34]: bob [Legacy™, Level 36]: good job
[2021-04-08 04:24:34]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  im want help Warrior
[2021-04-08 04:24:36]: (1)bob weqe fan [Ape, Level 17]: i safed jou 2
[2021-04-08 04:24:37]: sun.slow(y) [FookinLads, Level 35]: weqe: nvm its just a game
[2021-04-08 04:24:39]: sun.slow(y) [FookinLads, Level 35]: weqe: ;D
[2021-04-08 04:24:48]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  Wtf? why?
[2021-04-08 04:24:54]: CKA3A4NIK[NR] [Night Raid, Level 35]: HeavyGeneral:  они клоуны
[2021-04-08 04:25:03]: weqe [MNKY, Level 12]: yeah sun.slow(y) i dont wanna sound like an ungrateful bitch , but HeavyGeneral is a top target enemy , and iam grateful to yo
[2021-04-08 04:25:08]: OP|Supers [DogParty, Level 39]: (1)x7|cya:  pls
[2021-04-08 04:25:08]: bob [Legacy™, Level 36]: HeavyGeneral: i didnt even block u lol
[2021-04-08 04:25:14]: OP|Supers [DogParty, Level 39]: (1)x7|cya:  pls
[2021-04-08 04:25:14]: HeavyGeneral [FookinLads, Level 44]: bob: read LareneGyvaeh oposite
[2021-04-08 04:25:16]: x7|cya [xSD7, Level 42]: :)
[2021-04-08 04:25:18]: OP|Supers [DogParty, Level 39]: (1)x7|cya:  i will pay you 30k
[2021-04-08 04:25:23]: bob [Legacy™, Level 36]: HeavyGeneral: u blocked me first with warrior together ?
[2021-04-08 04:25:24]: x7|cya [xSD7, Level 42]: ^^
[2021-04-08 04:25:25]: OP|Supers [DogParty, Level 39]: (1)x7|cya:  i will pay you 50lk
[2021-04-08 04:25:25]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  Wtf? why?
[2021-04-08 04:25:30]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  Help me
[2021-04-08 04:25:36]: [D] x7|cya [xSD7, Level 0]: Supers: pay
[2021-04-08 04:25:37]: sun.slow(y) [FookinLads, Level 35]: weqe: nvm
[2021-04-08 04:25:38]: Warrior [, Level 0]: bob: u blocked me yesterday
[2021-04-08 04:25:41]: HeavyGeneral [FookinLads, Level 44]: weqe: nice fanboy
[2021-04-08 04:25:42]: OP|Supers [DogParty, Level 39]: (1)x7|cya:  cant if im not in bank
[2021-04-08 04:25:42]: Warrior [, Level 0]: bob: thats why i block u
[2021-04-08 04:25:46]: weqe [MNKY, Level 12]: ty HeavyGeneral
[2021-04-08 04:25:47]: [D] x7|cya [xSD7, Level 0]: OP|Supers: oh no problem
[2021-04-08 04:25:51]: HeavyGeneral [FookinLads, Level 44]: weqe: get on my level before targeting me
[2021-04-08 04:26:02]: weqe [MNKY, Level 12]: HeavyGeneral: im high than ur level lol , u can never kill me without ur taser
[2021-04-08 04:26:05]: HeavyGeneral [FookinLads, Level 44]: weqe: the only thing u can do is pulling me into air with inf jumps
[2021-04-08 04:26:08]: HeavyGeneral [FookinLads, Level 44]: weqe: lmao
[2021-04-08 04:26:09]: HeavyGeneral [FookinLads, Level 44]: weqe: come 1o1
[2021-04-08 04:26:10]: Warrior [, Level 0]: LareneGyvaeh:
[2021-04-08 04:26:10]: (1)bob weqe fan [Ape, Level 17]: wequ ???
[2021-04-08 04:26:13]: HeavyGeneral [FookinLads, Level 44]: weqe: 2 mill wager
[2021-04-08 04:26:14]: HeavyGeneral [FookinLads, Level 44]: wagger
[2021-04-08 04:26:22]: CKA3A4NIK[NR] [Night Raid, Level 35]: HeavyGeneral:  Прости пажалуйсто щяс помочь не могу честно...
[2021-04-08 04:26:24]: weqe [MNKY, Level 12]: lol HeavyGeneral i dont have 2 mill
[2021-04-08 04:26:29]: LareneGyvaeh [FookinLads, Level 0]: weqe: all ur money then
[2021-04-08 04:26:32]: any² [404, Level 37]: Friendiship ;-): <<
[2021-04-08 04:26:32]: Nidardo. [TOP, Level 0]: Friendiship ;-): help
[2021-04-08 04:26:41]: (1)x7|cya [xSD7, Level 0]: OP|Supers: just get your dummy
[2021-04-08 04:26:44]: OP|Supers [DogParty, Level 39]: (1)x7|cya:  cant
[2021-04-08 04:26:44]: [D] \\Syth [, Level 25]: flag
[2021-04-08 04:26:47]: Nidardo. [TOP, Level 0]: bob: help
[2021-04-08 04:26:50]: OP|Supers [DogParty, Level 39]: (1)x7|cya:  all money is here
[2021-04-08 04:26:52]: weqe [MNKY, Level 12]: meh LareneGyvaeh i dont think i wanna lose all my money rn so , also i dont think a guy like u would pay if he looses lol
[2021-04-08 04:26:53]: bob [Legacy™, Level 36]: Friendiship ;-): u have account?
[2021-04-08 04:26:59]: ***  [h���, Level 0]: [INFO] Go to the bank and deposit your wallet money to make it safe from stealing
[2021-04-08 04:27:00]: (1)x7|cya [xSD7, Level 0]: x7|sven: why do you block him now?
[2021-04-08 04:27:00]: Supers [ᅟᅟᅟ, Level 8]: (1)x7|cya:  this acc have the cash
[2021-04-08 04:27:08]: Friendiship ;-) [, Level 0]: bob: help down
[2021-04-08 04:27:14]: Supers [ᅟᅟᅟ, Level 8]: (1)x7|cya:  fast
[2021-04-08 04:27:18]: LareneGyvaeh [FookinLads, Level 0]: weqe: lmao u play full bonus vs2 jumps and loose unless u pull me into air
[2021-04-08 04:27:19]: weqe [MNKY, Level 12]: CKA3A4NIK[NR]: u want peace help me
[2021-04-08 04:27:21]: LareneGyvaeh [FookinLads, Level 0]: weqe: why u even talk
[2021-04-08 04:27:26]: (1)x7|cya [xSD7, Level 0]: Supers: nononoonono
[2021-04-08 04:27:28]: LareneGyvaeh [FookinLads, Level 0]: weqe: i 1o1ed most of the server
[2021-04-08 04:27:30]: CKA3A4NIK[NR] [Night Raid, Level 35]: HeavyGeneral:  Можно ему помочь? или нет?
[2021-04-08 04:27:32]: (1)x7|cya [xSD7, Level 0]: Supers: first cash ^^
[2021-04-08 04:27:36]: Supers [ᅟᅟᅟ, Level 8]: (1)x7|cya:  canttt
[2021-04-08 04:27:37]: [D] \\Syth [, Level 25]: XD
[2021-04-08 04:27:38]: weqe [MNKY, Level 12]: lol LareneGyvaeh i dont remember u ever killing me without ur taser so please stfu dude xd
[2021-04-08 04:27:39]: Supers [ᅟᅟᅟ, Level 8]: (1)x7|cya:  its on bank
[2021-04-08 04:27:40]: (1)x7|cya [xSD7, Level 0]: hmm
[2021-04-08 04:27:45]: (1)x7|cya [xSD7, Level 0]: i cant let you out
[2021-04-08 04:27:45]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  Sorry cant HeavyGeneral  Said nno
[2021-04-08 04:27:52]: weqe [MNKY, Level 12]: ok war CKA3A4NIK[NR]
[2021-04-08 04:27:57]: LareneGyvaeh [FookinLads, Level 0]: weqe: what a fanboy im not even using taser im on 2 jumps 24/7
[2021-04-08 04:27:59]: Supers [ᅟᅟᅟ, Level 8]: (1)x7|cya: you can kill me every time so help me i give you 50k
[2021-04-08 04:28:01]: (1)bob weqe fan [Ape, Level 17]: bob
[2021-04-08 04:28:04]: LareneGyvaeh [FookinLads, Level 0]: just accept that ur bad
[2021-04-08 04:28:09]:   [, Level 0]: weqe: u always use laser HeavyGeneral lol
[2021-04-08 04:28:25]: bob [Legacy™, Level 36]: CKA3A4NIK[NR]: traitor never again police when iam here
[2021-04-08 04:28:28]: CKA3A4NIK[NR] [Night Raid, Level 35]: weqe:  Wtf?
[2021-04-08 04:28:29]: Supers [ᅟᅟᅟ, Level 8]: (1)x7|cya:  15sek time to think or i will reset and i will  be free
[2021-04-08 04:28:30]: ***  [h���, Level 0]: 'Hady' entered and joined the game
[2021-04-08 04:28:31]: bob [Legacy™, Level 36]: sun.slow(y): du genau so
[2021-04-08 04:28:32]: (1)x7|cya [xSD7, Level 0]: Supers: i cant reach you sorry
[2021-04-08 04:28:32]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  WTF?
[2021-04-08 04:28:35]: Warrior [, Level 0]: sun.slow(y):
[2021-04-08 04:28:37]: Supers [ᅟᅟᅟ, Level 8]: (1)x7|cya:  ? stupid
[2021-04-08 04:28:37]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  YOU BLOCK ME
[2021-04-08 04:28:41]: sun.slow(y) [FookinLads, Level 35]: bob: wasn
[2021-04-08 04:28:42]: LareneGyvaeh [FookinLads, Level 0]: weqe: just stfu noname
[2021-04-08 04:28:45]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  IM DONT TRAUTIR YOU
[2021-04-08 04:28:45]: Supers [ᅟᅟᅟ, Level 8]: (1)x7|cya:  is that your first time playing tee worlds
[2021-04-08 04:28:47]:   [, Level 0]: weqe: not to mention HeavyGeneral that its like my first month here and im pwning the shit out of u , how long u been playing ? year
[2021-04-08 04:28:51]:   [, Level 0]: Hady: bob:  wait
[2021-04-08 04:28:53]: (1)x7|cya [xSD7, Level 0]: see
[2021-04-08 04:28:56]: LareneGyvaeh [FookinLads, Level 0]: weqe: litteraly noname fanboy accusing me of using taser while im on 2 jumps all the time
[2021-04-08 04:28:56]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob:  IM DONT TRAUTIR YOU
[2021-04-08 04:28:57]: sun.slow(y) [FookinLads, Level 35]: bob: diggi du hilfst diesem wequ wegen clan und ich hvy
[2021-04-08 04:28:57]: (1)x7|cya [xSD7, Level 0]: Supers: i still cant reach you
[2021-04-08 04:29:02]: CKA3A4NIK[NR] [Night Raid, Level 35]: bob: im help you wtf?
[2021-04-08 04:29:03]: LareneGyvaeh [FookinLads, Level 0]: l2p
[2021-04-08 04:29:03]: (1)x7|cya [xSD7, Level 0]: im sorry
[2021-04-08 04:29:04]: LareneGyvaeh [FookinLads, Level 0]: dog
[2021-04-08 04:29:10]: bob [Legacy™, Level 36]: LareneGyvaeh: idiot he best vanilla player noname ur biggest noname u suck dick
[2021-04-08 04:29:17]:   [, Level 0]: weqe: yeah bob tell him
[2021-04-08 04:29:17]: sun.slow(y) [FookinLads, Level 35]: HeavyGeneral: Warrior friend or no
[2021-04-08 04:29:18]: LareneGyvaeh [FookinLads, Level 0]: best vanilla player
[2021-04-08 04:29:21]: LareneGyvaeh [FookinLads, Level 0]: xDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
[2021-04-08 04:29:23]: LareneGyvaeh [FookinLads, Level 0]: friend sun.slow(y)
[2021-04-08 04:29:35]: Nidardo. [TOP, Level 0]: laser
[2021-04-08 04:29:50]: ***  [h���, Level 0]: '[D] \\Syth' has left the game
[2021-04-08 04:29:51]: HeavyGeneral [FookinLads, Level 44]: sun.slow(y):
[2021-04-08 04:30:02]: LareneGyvaeh [FookinLads, Level 0]: cringe players
